                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 1.4969,                0.90953,                 1.3697,                0.66572,                0.65835,                 0.6578,                0.35999,                 1.7951,                 1.0552,                 1.5733,               0.008614,               0.008614,               0.008614
                     72,                 1.4667,                0.87579,                 1.3492,                 0.6612,                0.65059,                0.65785,                0.36158,                 1.7697,                 1.0261,                 1.5395,              0.0085942,              0.0085942,              0.0085942
                     73,                 1.4677,                 0.8901,                 1.3489,                0.67344,                0.63549,                0.65233,                0.35711,                 1.7797,                 1.0476,                 1.5459,              0.0085744,              0.0085744,              0.0085744
                     74,                 1.4722,                0.90883,                 1.3459,                0.66249,                0.65929,                0.66206,                0.36302,                 1.7736,                 1.0313,                 1.5301,              0.0085546,              0.0085546,              0.0085546
                     75,                 1.4752,                0.88268,                 1.3455,                0.67656,                0.65593,                0.65979,                0.36106,                 1.7857,                 1.0396,                 1.5582,              0.0085348,              0.0085348,              0.0085348
                     76,                 1.4478,                0.87808,                 1.3374,                0.65803,                0.66272,                0.65717,                 0.3625,                 1.7678,                  1.046,                 1.5554,               0.008515,               0.008515,               0.008515
                     77,                 1.4641,                 0.8844,                 1.3478,                0.66854,                0.66319,                0.65947,                0.36349,                 1.7917,                 1.0336,                 1.5656,              0.0084952,              0.0084952,              0.0084952
                     78,                 1.4608,                0.88973,                 1.3511,                0.67608,                0.66264,                 0.6718,                0.36644,                 1.7777,                 1.0222,                 1.5524,              0.0084754,              0.0084754,              0.0084754
                     79,                 1.4612,                0.88398,                 1.3344,                0.66642,                0.66221,                0.65539,                0.35982,                  1.794,                 1.0539,                 1.5513,              0.0084556,              0.0084556,              0.0084556
                     80,                 1.4526,                0.88968,                 1.3456,                0.66909,                0.66169,                 0.6548,                0.35897,                 1.7894,                 1.0441,                  1.556,              0.0084358,              0.0084358,              0.0084358
                     81,                 1.4779,                0.88932,                  1.354,                0.66119,                0.65323,                0.65355,                0.35715,                 1.7909,                 1.0436,                 1.5741,               0.008416,               0.008416,               0.008416
                     82,                 1.4251,                0.86836,                 1.3365,                 0.6592,                0.65273,                0.66228,                 0.3636,                 1.7811,                 1.0109,                 1.5558,              0.0083962,              0.0083962,              0.0083962
                     83,                  1.443,                0.85394,                 1.3321,                0.67464,                0.67147,                0.65969,                0.36143,                 1.7895,                 1.0393,                 1.5655,              0.0083764,              0.0083764,              0.0083764
                     84,                 1.4519,                 0.8721,                 1.3267,                0.66662,                0.65957,                0.65302,                0.35424,                 1.8176,                 1.0318,                 1.5829,              0.0083566,              0.0083566,              0.0083566
                     85,                 1.4424,                0.88392,                 1.3338,                0.63389,                0.66835,                0.66398,                0.36092,                 1.7875,                 1.0085,                 1.5512,              0.0083368,              0.0083368,              0.0083368
                     86,                 1.4437,                0.87414,                 1.3306,                0.67038,                0.66601,                0.66478,                0.36493,                 1.7937,                 1.0307,                  1.555,               0.008317,               0.008317,               0.008317
                     87,                 1.4408,                0.85536,                  1.317,                0.67761,                0.66053,                0.66791,                0.36627,                 1.7945,                 1.0209,                 1.5709,              0.0082972,              0.0082972,              0.0082972
                     88,                 1.4456,                0.86766,                 1.3225,                 0.6406,                0.65965,                0.65963,                0.35893,                 1.7952,                 1.0256,                  1.569,              0.0082774,              0.0082774,              0.0082774
                     89,                 1.4353,                0.87145,                  1.331,                0.66043,                0.66254,                0.66211,                0.36202,                 1.7913,                 1.0256,                 1.5567,              0.0082576,              0.0082576,              0.0082576
                     90,                 1.4477,                0.87301,                 1.3317,                0.65202,                0.65444,                0.65293,                 0.3576,                 1.8046,                  1.035,                 1.5645,              0.0082378,              0.0082378,              0.0082378
                     91,                 1.4527,                0.87369,                 1.3312,                0.66173,                0.66263,                0.66017,                0.36153,                 1.8067,                 1.0293,                 1.5723,               0.008218,               0.008218,               0.008218
                     92,                 1.4272,                0.86717,                 1.3186,                0.67317,                0.64489,                 0.6559,                0.35653,                 1.8128,                 1.0448,                 1.5749,              0.0081982,              0.0081982,              0.0081982
                     93,                 1.4399,                0.86689,                 1.3312,                0.67313,                0.65243,                0.65654,                0.35725,                 1.8157,                 1.0491,                 1.5703,              0.0081784,              0.0081784,              0.0081784
                     94,                  1.435,                0.85924,                 1.3091,                0.66719,                0.66502,                0.65722,                0.35823,                 1.8164,                 1.0471,                 1.5845,              0.0081586,              0.0081586,              0.0081586
                     95,                 1.4241,                0.85612,                 1.3219,                0.66081,                0.67298,                0.66151,                0.36255,                 1.8041,                 1.0147,                 1.5936,              0.0081388,              0.0081388,              0.0081388
                     96,                 1.3985,                0.83514,                 1.3129,                0.64692,                0.65731,                0.65709,                0.35728,                 1.8045,                 1.0291,                 1.5873,               0.008119,               0.008119,               0.008119
                     97,                 1.4059,                0.83309,                   1.32,                0.67059,                0.66595,                0.65761,                0.35717,                 1.8204,                  1.039,                 1.6125,              0.0080992,              0.0080992,              0.0080992
                     98,                 1.4206,                0.87654,                 1.3245,                0.66192,                0.64875,                0.64568,                 0.3521,                  1.817,                 1.0813,                 1.5944,              0.0080794,              0.0080794,              0.0080794
                     99,                 1.4106,                0.84442,                 1.3293,                0.68253,                 0.6514,                0.66226,                 0.3585,                 1.8098,                 1.0187,                 1.5901,              0.0080596,              0.0080596,              0.0080596
                    100,                 1.4188,                0.85032,                 1.3191,                0.66228,                0.67008,                0.65499,                0.35805,                 1.8055,                 1.0558,                 1.5919,              0.0080398,              0.0080398,              0.0080398
